Name,Brand,Description,Notes,Image URL,Wood,Fire,Earth,Metal,Water,Gender,Top,Middle,Base,Female_Score,Male_Score,key,matched_keywords,all_text
gentleman-cologne,givenchy,"citrus, aromatic","bergamot, lemon, petitgrain, iris, vetiver, rosemary, ambroxan, musk",https://www.fragrantica.com/perfume/givenchy/gentleman-cologne-53694.html,0.1429,0.2857,0.1429,0.2857,0.1429,men,"bergamot, lemon, petitgrain","iris, vetiver, rosemary","ambroxan, musk",0.14,0.86,givenchy|gentleman cologne|men,"bergamot, lemon, petitgrain iris, vetiver, rosemary ambroxan, musk","gentleman-cologne givenchy bergamot, lemon, petitgrain, iris, vetiver, rosemary, ambroxan, musk bergamot, lemon, petitgrain iris, vetiver, rosemary ambroxan, musk"
gentleman-2017,givenchy,"iris, fruity","pear, cardamom, pineapple, iris, lavender, geranium, leather, black vanilla husk, patchouli",https://www.fragrantica.com/perfume/givenchy/gentleman-2017-46040.html,0.4,0.0,0.4,0.2,0.0,men,"pear, cardamom, pineapple","iris, lavender, geranium","leather, black vanilla husk, patchouli",0.25,0.75,givenchy|gentleman 2017|men,"pear, cardamom, pineapple iris, lavender, geranium leather, black vanilla husk, patchouli","gentleman-2017 givenchy pear, cardamom, pineapple, iris, lavender, geranium, leather, black vanilla husk, patchouli pear, cardamom, pineapple iris, lavender, geranium leather, black vanilla husk, patchouli"
gentleman-1974,givenchy,"woody, patchouli","honey, cinnamon, rose, tarragon, bergamot, lemon, patchouli, cedar, orris root, jasmine, patchouli, leather, civet, oakmoss, vetiver, musk, amber, vanilla",https://www.fragrantica.com/perfume/givenchy/gentleman-1974-2965.html,0.2857,0.2143,0.3571,0.1429,0.0,men,"honey, cinnamon, rose, tarragon, bergamot, lemon","patchouli, cedar, orris root, jasmine","patchouli, leather, civet, oakmoss, vetiver, musk, amber, vanilla",0.27,0.73,givenchy|gentleman 1974|men,"honey, cinnamon, rose, tarragon, bergamot, lemon patchouli, cedar, orris root, jasmine patchouli, leather, civet, oakmoss, vetiver, musk, amber, vanilla","gentleman-1974 givenchy honey, cinnamon, rose, tarragon, bergamot, lemon, patchouli, cedar, orris root, jasmine, patchouli, leather, civet, oakmoss, vetiver, musk, amber, vanilla honey, cinnamon, rose, tarragon, bergamot, lemon patchouli, cedar, orris root, jasmine patchouli, leather, civet, oakmoss, vetiver, musk, amber, vanilla"
extravagance-d-amarige,givenchy,"aromatic, sweet","tagetes, marigold, nettle, green mandarin, violet leaf, pink pepper, orange blossom, strawberry, wisteria, jasmine, strawberry, cedar, iris, sandalwood, amber",https://www.fragrantica.com/perfume/givenchy/extravagance-d-amarige-1967.html,0.3333,0.2222,0.2222,0.2222,0.0,women,"tagetes, marigold, nettle, green mandarin, violet leaf, pink pepper","orange blossom, strawberry, wisteria, jasmine","strawberry, cedar, iris, sandalwood, amber",0.78,0.22,givenchy|extravagance d amarige|women,"tagetes, marigold, nettle, green mandarin, violet leaf, pink pepper orange blossom, strawberry, wisteria, jasmine strawberry, cedar, iris, sandalwood, amber","extravagance-d-amarige givenchy tagetes, marigold, nettle, green mandarin, violet leaf, pink pepper, orange blossom, strawberry, wisteria, jasmine, strawberry, cedar, iris, sandalwood, amber tagetes, marigold, nettle, green mandarin, violet leaf, pink pepper orange blossom, strawberry, wisteria, jasmine strawberry, cedar, iris, sandalwood, amber"
eaudemoiselle-de-givenchy,givenchy,"citrus, rose","amalfi lemon, basil, tangerine, tincture of rose, ylang-ylang, musk, ambrette (musk mallow), tonka bean",https://www.fragrantica.com/perfume/givenchy/eaudemoiselle-de-givenchy-7806.html,0.0,0.3333,0.3333,0.3333,0.0,women,"amalfi lemon, basil, tangerine","tincture of rose, ylang-ylang","musk, ambrette (musk mallow), tonka bean",1.0,0.0,givenchy|eaudemoiselle de givenchy|women,"amalfi lemon, basil, tangerine tincture of rose, ylang-ylang musk, ambrette (musk mallow), tonka bean","eaudemoiselle-de-givenchy givenchy amalfi lemon, basil, tangerine, tincture of rose, ylang-ylang, musk, ambrette (musk mallow), tonka bean amalfi lemon, basil, tangerine tincture of rose, ylang-ylang musk, ambrette (musk mallow), tonka bean"
dahlia-noir-eau-de-toilette,givenchy,"citrus, rose","peach, mandarin orange, lemon, rose, pink pepper, hedione, musk, vanilla, sandalwood, cedar, amber",https://www.fragrantica.com/perfume/givenchy/dahlia-noir-eau-de-toilette-14229.html,0.1111,0.3333,0.4444,0.1111,0.0,women,"peach, mandarin orange, lemon","rose, pink pepper, hedione","musk, vanilla, sandalwood, cedar, amber",0.78,0.22,givenchy|dahlia noir eau de toilette|women,"peach, mandarin orange, lemon rose, pink pepper, hedione musk, vanilla, sandalwood, cedar, amber","dahlia-noir-eau-de-toilette givenchy peach, mandarin orange, lemon, rose, pink pepper, hedione, musk, vanilla, sandalwood, cedar, amber peach, mandarin orange, lemon rose, pink pepper, hedione musk, vanilla, sandalwood, cedar, amber"
dahlia-noir,givenchy,"powdery, woody","pink pepper, mimosa, mandarin orange, bergamot, iris, rose, patchouli, sandalwood, tonka bean, vanille, oakmoss",https://www.fragrantica.com/perfume/givenchy/dahlia-noir-12146.html,0.2222,0.3333,0.2222,0.2222,0.0,women,"pink pepper, mimosa, mandarin orange, bergamot","iris, rose, patchouli","sandalwood, tonka bean, vanille, oakmoss",0.78,0.22,givenchy|dahlia noir|women,"pink pepper, mimosa, mandarin orange, bergamot iris, rose, patchouli sandalwood, tonka bean, vanille, oakmoss","dahlia-noir givenchy pink pepper, mimosa, mandarin orange, bergamot, iris, rose, patchouli, sandalwood, tonka bean, vanille, oakmoss pink pepper, mimosa, mandarin orange, bergamot iris, rose, patchouli sandalwood, tonka bean, vanille, oakmoss"
dahlia-divin-le-nectar-de-parfum,givenchy,"vanilla, powdery","mimosa, jasmine, rose, vanilla, tonka bean, sandalwood, vetiver, musk",https://www.fragrantica.com/perfume/givenchy/dahlia-divin-le-nectar-de-parfum-38582.html,0.1667,0.0,0.5,0.3333,0.0,women,mimosa,"jasmine, rose","vanilla, tonka bean, sandalwood, vetiver, musk",0.82,0.18,givenchy|dahlia divin le nectar de parfum|women,"mimosa jasmine, rose vanilla, tonka bean, sandalwood, vetiver, musk","dahlia-divin-le-nectar-de-parfum givenchy mimosa, jasmine, rose, vanilla, tonka bean, sandalwood, vetiver, musk mimosa jasmine, rose vanilla, tonka bean, sandalwood, vetiver, musk"
dahlia-divin,givenchy,"woody, fruity","mirabelle, citruses, pink pepper, jasmine sambac, peach, orange blossom, rose, black currant, apple, lily-of-the-valley, patchouli, sandalwood, vetiver, vanilla, white musk, cedar",https://www.fragrantica.com/perfume/givenchy/dahlia-divin-25972.html,0.2308,0.2308,0.3077,0.2308,0.0,women,"mirabelle, citruses, pink pepper","jasmine sambac, peach, orange blossom, rose, black currant, apple, lily-of-the-valley","patchouli, sandalwood, vetiver, vanilla, white musk, cedar",0.75,0.25,givenchy|dahlia divin|women,"mirabelle, citruses, pink pepper jasmine sambac, peach, orange blossom, rose, black currant, apple, lily-of-the-valley patchouli, sandalwood, vetiver, vanilla, white musk, cedar","dahlia-divin givenchy mirabelle, citruses, pink pepper, jasmine sambac, peach, orange blossom, rose, black currant, apple, lily-of-the-valley, patchouli, sandalwood, vetiver, vanilla, white musk, cedar mirabelle, citruses, pink pepper jasmine sambac, peach, orange blossom, rose, black currant, apple, lily-of-the-valley patchouli, sandalwood, vetiver, vanilla, white musk, cedar"
ange-ou-demon-le-secret-elixir,givenchy,"white floral, citrus","tea, amalfi lemon, neroli, jasmine, frangipani, african orange flower, vanille, patchouli, virginia cedar, musk",https://www.fragrantica.com/perfume/givenchy/ange-ou-demon-le-secret-elixir-13052.html,0.2857,0.2857,0.2857,0.1429,0.0,women,"tea, amalfi lemon, neroli","jasmine, frangipani, african orange flower","vanille, patchouli, virginia cedar, musk",1.0,0.0,givenchy|ange ou demon le secret elixir|women,"tea, amalfi lemon, neroli jasmine, frangipani, african orange flower vanille, patchouli, virginia cedar, musk","ange-ou-demon-le-secret-elixir givenchy tea, amalfi lemon, neroli, jasmine, frangipani, african orange flower, vanille, patchouli, virginia cedar, musk tea, amalfi lemon, neroli jasmine, frangipani, african orange flower vanille, patchouli, virginia cedar, musk"
ange-ou-demon-le-secret-eau-de-toilette,givenchy,"sweet, fruity","candy apple, sugar, tea, jasmine, rose, patchouli, musk",https://www.fragrantica.com/perfume/givenchy/ange-ou-demon-le-secret-eau-de-toilette-18158.html,0.2,0.0,0.4,0.4,0.0,women,"candy apple, sugar","tea, jasmine, rose","patchouli, musk",1.0,0.0,givenchy|ange ou demon le secret eau de toilette|women,"candy apple, sugar tea, jasmine, rose patchouli, musk","ange-ou-demon-le-secret-eau-de-toilette givenchy candy apple, sugar, tea, jasmine, rose, patchouli, musk candy apple, sugar tea, jasmine, rose patchouli, musk"
ange-ou-demon-le-secret,givenchy,"fresh, floral","tea, cranberry, amalfi lemon, peony, jasmine, water lily, woodsy notes, patchouli",https://www.fragrantica.com/perfume/givenchy/ange-ou-demon-le-secret-6529.html,0.1667,0.1667,0.1667,0.3333,0.1667,women,"tea, cranberry, amalfi lemon","peony, jasmine, water lily","woodsy notes, patchouli",0.88,0.12,givenchy|ange ou demon le secret|women,"tea, cranberry, amalfi lemon peony, jasmine, water lily woodsy notes, patchouli","ange-ou-demon-le-secret givenchy tea, cranberry, amalfi lemon, peony, jasmine, water lily, woodsy notes, patchouli tea, cranberry, amalfi lemon peony, jasmine, water lily woodsy notes, patchouli"
ange-ou-demon-le-secret-2014,givenchy,"citrus, fresh","tea leaf, cranberry, lemon, grapefruit, orange, jasmine sambac, peony, water lily, rose, hedione, white musk, white woods, patchouli, amberwood, vanilla",https://www.fragrantica.com/perfume/givenchy/ange-ou-demon-le-secret-2014-23362.html,0.1667,0.1667,0.3333,0.25,0.0833,women,"tea leaf, cranberry, lemon, grapefruit, orange","jasmine sambac, peony, water lily, rose, hedione","white musk, white woods, patchouli, amberwood, vanilla",0.9,0.1,givenchy|ange ou demon le secret 2014|women,"tea leaf, cranberry, lemon, grapefruit, orange jasmine sambac, peony, water lily, rose, hedione white musk, white woods, patchouli, amberwood, vanilla","ange-ou-demon-le-secret-2014 givenchy tea leaf, cranberry, lemon, grapefruit, orange, jasmine sambac, peony, water lily, rose, hedione, white musk, white woods, patchouli, amberwood, vanilla tea leaf, cranberry, lemon, grapefruit, orange jasmine sambac, peony, water lily, rose, hedione white musk, white woods, patchouli, amberwood, vanilla"
ange-ou-demon,givenchy,"vanilla, sweet","saffron, thyme, mandarin orange, lily, ylang-ylang, orchid, vanilla, tonka bean, brazilian rosewood, oakmoss",https://www.fragrantica.com/perfume/givenchy/ange-ou-demon-701.html,0.2,0.2,0.2,0.4,0.0,women,"saffron, thyme, mandarin orange","lily, ylang-ylang, orchid","vanilla, tonka bean, brazilian rosewood, oakmoss",0.89,0.11,givenchy|ange ou demon|women,"saffron, thyme, mandarin orange lily, ylang-ylang, orchid vanilla, tonka bean, brazilian rosewood, oakmoss","ange-ou-demon givenchy saffron, thyme, mandarin orange, lily, ylang-ylang, orchid, vanilla, tonka bean, brazilian rosewood, oakmoss saffron, thyme, mandarin orange lily, ylang-ylang, orchid vanilla, tonka bean, brazilian rosewood, oakmoss"
amarige-mariage,givenchy,"warm spicy, citrus","bitter orange, bergamot, cinnamon, jasmine, magnolia, benzoin, sandalwood, patchouli",https://www.fragrantica.com/perfume/givenchy/amarige-mariage-757.html,0.1429,0.4286,0.2857,0.1429,0.0,women,"bitter orange, bergamot","cinnamon, jasmine, magnolia","benzoin, sandalwood, patchouli",0.75,0.25,givenchy|amarige mariage|women,"bitter orange, bergamot cinnamon, jasmine, magnolia benzoin, sandalwood, patchouli","amarige-mariage givenchy bitter orange, bergamot, cinnamon, jasmine, magnolia, benzoin, sandalwood, patchouli bitter orange, bergamot cinnamon, jasmine, magnolia benzoin, sandalwood, patchouli"
amarige,givenchy,"white floral, sweet","orange blossom, peach, plum, neroli, brazilian rosewood, mandarin orange, violet, tuberose, mimosa, gardenia, ylang-ylang, jasmine, black locust, carnation, red berries, black currant, rose, cassia, orchid, sandalwood, amber, woody notes, vanilla, musk, tonka bean, cedar",https://www.fragrantica.com/perfume/givenchy/amarige-3.html,0.2222,0.1111,0.4444,0.2222,0.0,women,"orange blossom, peach, plum, neroli, brazilian rosewood, mandarin orange, violet","tuberose, mimosa, gardenia, ylang-ylang, jasmine, black locust, carnation, red berries, black currant, rose, cassia, orchid","sandalwood, amber, woody notes, vanilla, musk, tonka bean, cedar",0.91,0.09,givenchy|amarige|women,"orange blossom, peach, plum, neroli, brazilian rosewood, mandarin orange, violet tuberose, mimosa, gardenia, ylang-ylang, jasmine, black locust, carnation, red berries, black currant, rose, cassia, orchid sandalwood, amber, woody notes, vanilla, musk, tonka bean, cedar","amarige givenchy orange blossom, peach, plum, neroli, brazilian rosewood, mandarin orange, violet, tuberose, mimosa, gardenia, ylang-ylang, jasmine, black locust, carnation, red berries, black currant, rose, cassia, orchid, sandalwood, amber, woody notes, vanilla, musk, tonka bean, cedar orange blossom, peach, plum, neroli, brazilian rosewood, mandarin orange, violet tuberose, mimosa, gardenia, ylang-ylang, jasmine, black locust, carnation, red berries, black currant, rose, cassia, orchid sandalwood, amber, woody notes, vanilla, musk, tonka bean, cedar"
absolutely-irresistible,givenchy,"white floral, warm spicy","red berries, paprika, mandarin orange, jasmine, orange blossom, heliotrope, patchouli, amber, cedar",https://www.fragrantica.com/perfume/givenchy/absolutely-irresistible-4613.html,0.3333,0.1667,0.3333,0.1667,0.0,women,"red berries, paprika, mandarin orange","jasmine, orange blossom, heliotrope","patchouli, amber, cedar",0.88,0.12,givenchy|absolutely irresistible|women,"red berries, paprika, mandarin orange jasmine, orange blossom, heliotrope patchouli, amber, cedar","absolutely-irresistible givenchy red berries, paprika, mandarin orange, jasmine, orange blossom, heliotrope, patchouli, amber, cedar red berries, paprika, mandarin orange jasmine, orange blossom, heliotrope patchouli, amber, cedar"
ambassador-men,gisada,"fruity, tropical","apple, green mandarin, cardamom, violet, mango, lavender, black pepper, patchouli, peony, vanilla, amber, vetiver, teak wood, moss",https://www.fragrantica.com/perfume/gisada/ambassador-men-58226.html,0.4286,0.1429,0.4286,0.0,0.0,men,"apple, green mandarin, cardamom, violet","mango, lavender, black pepper, patchouli, peony","vanilla, amber, vetiver, teak wood, moss",0.2,0.8,gisada|ambassador men|men,"apple, green mandarin, cardamom, violet mango, lavender, black pepper, patchouli, peony vanilla, amber, vetiver, teak wood, moss","ambassador-men gisada apple, green mandarin, cardamom, violet, mango, lavender, black pepper, patchouli, peony, vanilla, amber, vetiver, teak wood, moss apple, green mandarin, cardamom, violet mango, lavender, black pepper, patchouli, peony vanilla, amber, vetiver, teak wood, moss"
giorgio-for-men,giorgio-beverly-hills,"woody, warm spicy","aldehydes, orange, fruity notes, bergamot, patchouli, rose, carnation, cinnamon, sandalwood, cedar, orris root, honey, oakmoss, benzoin, amber, vanilla, musk, tonka bean",https://www.fragrantica.com/perfume/giorgio-beverly-hills/giorgio-for-men-1891.html,0.2143,0.2143,0.4286,0.1429,0.0,men,"aldehydes, orange, fruity notes, bergamot","patchouli, rose, carnation, cinnamon, sandalwood, cedar, orris root","honey, oakmoss, benzoin, amber, vanilla, musk, tonka bean",0.3,0.7,giorgio beverly hills|giorgio for men|men,"aldehydes, orange, fruity notes, bergamot patchouli, rose, carnation, cinnamon, sandalwood, cedar, orris root honey, oakmoss, benzoin, amber, vanilla, musk, tonka bean","giorgio-for-men giorgio-beverly-hills aldehydes, orange, fruity notes, bergamot, patchouli, rose, carnation, cinnamon, sandalwood, cedar, orris root, honey, oakmoss, benzoin, amber, vanilla, musk, tonka bean aldehydes, orange, fruity notes, bergamot patchouli, rose, carnation, cinnamon, sandalwood, cedar, orris root honey, oakmoss, benzoin, amber, vanilla, musk, tonka bean"
giorgio,giorgio-beverly-hills,"white floral, tuberose","orange blossom, apricot, peach, bergamot, tuberose, gardenia, ylang-ylang, jasmine, orchid, rose, chamomile, oakmoss, vanilla, musk, amber, sandalwood, patchouli, cedar",https://www.fragrantica.com/perfume/giorgio-beverly-hills/giorgio-1889.html,0.25,0.1667,0.4167,0.1667,0.0,women,"orange blossom, apricot, peach, bergamot","tuberose, gardenia, ylang-ylang, jasmine, orchid, rose","chamomile, oakmoss, vanilla, musk, amber, sandalwood, patchouli, cedar",0.9,0.1,giorgio beverly hills|giorgio|women,"orange blossom, apricot, peach, bergamot tuberose, gardenia, ylang-ylang, jasmine, orchid, rose chamomile, oakmoss, vanilla, musk, amber, sandalwood, patchouli, cedar","giorgio giorgio-beverly-hills orange blossom, apricot, peach, bergamot, tuberose, gardenia, ylang-ylang, jasmine, orchid, rose, chamomile, oakmoss, vanilla, musk, amber, sandalwood, patchouli, cedar orange blossom, apricot, peach, bergamot tuberose, gardenia, ylang-ylang, jasmine, orchid, rose chamomile, oakmoss, vanilla, musk, amber, sandalwood, patchouli, cedar"
